WG,chapter,report_page,chapter_page,line,col.index,line_reference,final_text,raw_text
WGI,12,1838,72,12,col1,|,landslides in the small islands. the direction of change may depend,landslides in the small islands. the direction of change may depend_ agricultural and ecological droughts are projected to increase in
WGI,12,1838,72,13,col1,|,"1950 to 2016, a heterogeneous but prevalent drying trend is found","1950 to 2016, a heterogeneous but prevalent drying trend is found_ fire weather: there is limited evidence on trends in wildfire in car"
WGI,12,1838,72,14,col1,>>>,"in car (low confidence), where drought variability is modulated","in car (low confidence), where drought variability is modulated_ and the pacific. records of wildfire in hawaii from 2005 to 2011"
WGI,12,1838,72,15,col1,|,by the tropical pacific and north atlantic oceans (table 11.15 and,"by the tropical pacific and north atlantic oceans (table 11.15 and_ indicate a peak in area burned during the hot and dry summer months,"
WGI,12,1838,72,16,col2,|, climate change information for regional impact and for risk assessment,chapter 12_ climate change information for regional impact and for risk assessment
WGI,12,1838,72,17,col2,>>>, hydrological drought: there is low confidence of widespread,return periods are projected to increase by end of the 21st century_ hydrological drought: there is low confidence of widespread
WGI,12,1838,72,18,col2,|, changes to hydrological drought in car or pacific small islands in,"under rcp8.5, but there is also high uncertainty in these projections_ changes to hydrological drought in car or pacific small islands in"
WGI,12,1838,72,19,col2,|," during the 1987–2016 period (clilverd et al., 2019).","the season (low confidence) (section 11.4.2 and cross-chapter_ during the 1987–2016 period (clilverd et al., 2019)."
WGI,12,1838,72,20,col2,>>>," there is low confidence in hydrological drought change projections,","observed in some islands, there is limited evidence for an assessment_ there is low confidence in hydrological drought change projections,"
WGI,12,1838,72,21,col2,|, given low signal-to-noise ratios and the challenge in representing,"on past changes in pluvial flooding, unlike in other regions. there is_ given low signal-to-noise ratios and the challenge in representing"
WGI,12,1838,72,22,col2,|, frequent and severe droughts have been noted in the small islands but,landslides over steep terrain in the small islands (bessette-kirton_ frequent and severe droughts have been noted in the small islands but
WGI,12,1838,72,23,col2,>>>," only with low confidence in broad trend patterns, given high spatial","et al., 2019). there is limited evidence to determine long-term trends_ only with low confidence in broad trend patterns, given high spatial"
WGI,12,1838,72,24,col2,|, variability including heightened drought on the leeward side of islands,"in rainfall-induced landslides in the small islands (kirschbaum et al.,_ variability including heightened drought on the leeward side of islands"
WGI,12,1838,72,25,col2,|," frequency, duration, magnitude, and extent in small islands, such as","on future changes in precipitation, tropical cyclones, climate modes_ frequency, duration, magnitude, and extent in small islands, such as"
WGI,12,1838,72,26,col2,>>>," in car (medium confidence) and parts of the pacific (low confidence),","(e.g., el niño–southern oscillation, enso), as well as human_ in car (medium confidence) and parts of the pacific (low confidence),"
WGI,12,1838,72,27,col2,|, particularly where future declines in precipitation are compounded,"disturbance, but more data and understanding of the complexity of_ particularly where future declines in precipitation are compounded"
WGI,12,1839,73,1,col1,|,easterlies due to enhanced land–ocean temperature differences in,easterlies due to enhanced land–ocean temperature differences in_ 1.7 mm yr –1 (section 2.3.3.3 and table 9.5). rslr rates based on
WGI,12,1839,73,2,col1,>>>,"the dry season (costoya et al., 2019) (low confidence).","the dry season (costoya et al., 2019) (low confidence)._ satellite altimetry for the period 1993–2018 in the region increased"
WGI,12,1839,73,3,col1,|,"to 3.65 [3.23 to 4.08] mm yr –1 (frederikse et al., 2020), compared to","to 3.65 [3.23 to 4.08] mm yr –1 (frederikse et al., 2020), compared to"
WGI,12,of decrease_ of decrease_ direction of change_ of increase_ of increase,74,1,col1,|,"2. decrease in eastern pacific and southern pacific subtropics, but increase in parts of western and equatorial pacific; with seasonal variation in future changes.","2. decrease in eastern pacific and southern pacific subtropics, but increase in parts of western and equatorial pacific; with seasonal variation in future changes."
WGI,12,of decrease_ of decrease_ direction of change_ of increase_ of increase,74,2,col1,>>>,3. high confidence in increase in extreme rain frequency and intensity in western tropical pacific; low confidence in magnitude of change due to model bias.,3. high confidence in increase in extreme rain frequency and intensity in western tropical pacific; low confidence in magnitude of change due to model bias.
WGI,12,of decrease_ of decrease_ direction of change_ of increase_ of increase,74,3,col1,|,4. increase in southern pacific.,4. increase in southern pacific.
WGI,12,of decrease_ of decrease_ direction of change_ of increase_ of increase,74,4,col1,|, emerging after 2050 and by 2100 at least in scenarios rcp8.5/ssp5-8.5 (medium to high confidence), emerging after 2050 and by 2100 at least in scenarios rcp8.5/ssp5-8.5 (medium to high confidence)
WGI,12,of decrease_ of decrease_ direction of change_ of increase_ of increase,74,5,col1,>>>,high confidence   medium confidence   low confidence in,high confidence   medium confidence   low confidence in_ medium confidence_ high confidence
WGI,12,of decrease_ of decrease_ direction of change_ of increase_ of increase,74,6,col1,|,not broadly relevant,not broadly relevant
WGI,12,1842,76,1,col1,|,"(section 9.2.1.3), potentially leading to reduced nutrient supply and","(section 9.2.1.3), potentially leading to reduced nutrient supply and_ indian ocean, sea surface salinity is projected to decrease by"
WGI,12,1842,76,2,col1,>>>,"total productivity (low confidence) (moore et al., 2018).","total productivity (low confidence) (moore et al., 2018)._ between 0.49 and 0.75 psu by 2080, compared to 2015, under"
WGI,12,1842,76,3,col1,|,"rcp2.6 and rcp2.6, respectively (akhiljith et al., 2019). projections","rcp2.6 and rcp2.6, respectively (akhiljith et al., 2019). projections"
WGI,12,1843,77,1,col1,|,clear observed trend in the antarctic sea ice area over the past few,clear observed trend in the antarctic sea ice area over the past few
WGI,12,1843,77,2,col1,>>>,decades and there is low confidence of future changes (section 9.3.1.1).,decades and there is low confidence of future changes (section 9.3.1.1)._ it is virtually certain that global mean sst will continue
WGI,12,1843,77,3,col1,|,the duration of the summer ice season in the arctic has increased by 5,"the duration of the summer ice season in the arctic has increased by 5_ to increase throughout the 21st century, resulting in the"
WGI,12,1843,77,4,col1,|, emerging after 2050 and by 2100 at least in scenarios rcp8.5/ssp5-8.5 (medium to high confidence), emerging after 2050 and by 2100 at least in scenarios rcp8.5/ssp5-8.5 (medium to high confidence)
WGI,12,1843,77,5,col1,>>>,high confidence   medium confidence   low confidence in,high confidence   medium confidence   low confidence in_ medium confidence   high confidence
WGI,12,1843,77,6,col1,|,not broadly relevant,not broadly relevant
WGI,12,1844,78,1,col2,|, than in mid-latitudes (where seasonal snow cover is often further,europe and north america (figure 1.18c)._ than in mid-latitudes (where seasonal snow cover is often further
WGI,12,1844,78,2,col2,>>>, on mass movements in polar regions. although there is low confidence,mean air temperature: atlas.11.2 shows high confidence in_ on mass movements in polar regions. although there is low confidence
WGI,12,1844,78,3,col2,|," in widespread observational trends for landslides or snow avalanches,","warming of the arctic in observations and projections, measuring_ in widespread observational trends for landslides or snow avalanches,"
WGI,12,1844,78,4,col2,|," (meredith et al., 2019) and a corresponding decrease in dry days","to heat and higher tolerance to cold. extreme heat events have_ (meredith et al., 2019) and a corresponding decrease in dry days"
WGI,12,1844,78,5,col2,>>>," (khlebnikova et al., 2019a). there is low confidence overall of recent","increased around the arctic and iceland since 1979, including_ (khlebnikova et al., 2019a). there is low confidence overall of recent"
WGI,12,1844,78,6,col2,|, or projected drought changes in polar regions (section 11.9) even,"increases in cold season warm days and nights, melt days, and arctic_ or projected drought changes in polar regions (section 11.9) even"
WGI,12,1845,79,1,col1,|,"iceland, and arctic north-eastern north america (karnauskas et al.,","iceland, and arctic north-eastern north america (karnauskas et al.,_ 2018; biskaborn et al., 2019). future projections indicate continuing"
WGI,12,1845,79,2,col1,>>>,"2018a; jung and schindler, 2019), but low confidence of changes","2018a; jung and schindler, 2019), but low confidence of changes_ increases in permafrost temperature and active layer thickness"
WGI,12,1845,79,3,col1,|,in the other arctic regions and antarctica. bintanja et al. (2014),in the other arctic regions and antarctica. bintanja et al. (2014)_ with loss of permafrost across the arctic (section 9.5.2). streletskiy
WGI,12,1845,79,4,col1,|,"2100 (bintanja and andry, 2017; irannezhad et al., 2017).","2100 (bintanja and andry, 2017; irannezhad et al., 2017)._ bering sea (parkinson, 2014; stroeve et al., 2014). section 9.3.2"
WGI,12,1845,79,5,col1,>>>,assessed low confidence in long-term trends in sea ice extent or,assessed low confidence in long-term trends in sea ice extent or
